agency,service_name,route_name,train_number,direction,station_id,station_name,station_sequence,arrival_time,departure_time,service_start_date,service_end_date,service_dates,service_days,timetable_effective_date,timetable_last_updated_date,timetable_revision_date,source_original_filename,source_pdf,source_page,raw_notes
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1711,To Grand Central,GCT,Grand Central,6,07:28,07:28,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1712,From Grand Central,GCT,Grand Central,1,08:06,08:06,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1712,From Grand Central,STM,Stamford,2,,09:08,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1712,From Grand Central,GLB,Glenbrook,3,09:12,09:12,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1712,From Grand Central,SPD,Springdale,4,09:15,09:15,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1712,From Grand Central,TMH,Talmadge Hill,5,09:19,09:19,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1712,From Grand Central,NCN,New Canaan,6,09:30,09:30,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1723,To Grand Central,NCN,New Canaan,1,07:12,07:12,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1723,To Grand Central,TMH,Talmadge Hill,2,07:16,07:16,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1723,To Grand Central,SPD,Springdale,3,07:20,07:20,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
