agency,service_name,route_name,train_number,direction,station_id,station_name,station_sequence,arrival_time,departure_time,service_start_date,service_end_date,service_dates,service_days,timetable_effective_date,timetable_last_updated_date,timetable_revision_date,source_original_filename,source_pdf,source_page,raw_notes
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,WNL,Windsor Locks,2,11:59,11:59,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,WND,Windsor,3,12:13,12:13,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,HFD,Hartford,4,12:39,12:39,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,BER,Berlin,5,12:50,12:50,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,MDN,Meriden,6,12:59,12:59,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,WFD,Wallingford,7,13:07,13:07,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,STS,New Haven - State Street,8,13:20,13:20,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,NHV,New Haven - Union Station,9,13:28,13:28,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,474,To Hartford And Springfield,NHV,New Haven - Union Station,1,16:31,16:31,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,474,To Hartford And Springfield,STS,New Haven - State Street,2,16:33,16:33,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
